,证券代码,证券简称,上市年份,跟踪时间,日期,收盘价,股息率,五年股息率,PE_TTM,距离买点%,距离卖点%,五年ROE,三年估值范围,五年估值范围,数据修正,标准差倍数,五年平均每股分红,五年平均分红率,五年平均负债率,买入日期,买入价格,买入PE
41,603043.SH,广州酒家,2017,,20230406,29.78,1.3395,1.24,32.5493,111.5%,74.0%,21.02,14.28~45.48,16.54~42.26,,2.0,0.37,38.18,26.29,,,
42,600276.SH,恒瑞医药,2000,长期,20230406,42.78,0.3739,0.44,78.0498,121.5%,76.5%,21.4,31.99~103.17,38.92~98.96,,2.0,0.19,17.99,10.67,20210810.0,57.559,56.74
43,603868.SH,飞科电器,2016,,20230406,82.89,1.2064,1.45,41.035,122.0%,93.5%,28.59,22.78~44.7,15.51~42.63,,1.75,1.2,71.06,27.71,,,
44,603338.SH,浙江鼎力,2015,长期,20230406,55.5,0.6126,0.61,27.2566,127.0%,39.0%,19.68,9.93~72.91,15.09~66.17,,2.25,0.34,19.81,31.38,20230130.0,51.596,
45,600809.SH,山西汾酒,1994,长期,20230406,257.26,0.6997,0.33,41.6109,141.0%,40.0%,30.23,28.23~109.13,12.39~98.55,,1.75,0.85,37.42,47.02,,,
46,300529.SZ,健帆生物,2016,,20230406,31.45,2.8225,2.16,28.557,144.5%,31.0%,30.4,8.38~95.08,19.14~88.6,,1.75,0.68,60.1,17.78,20230202.0,34.897,23.21
47,603387.SH,基蛋生物,2017,,20230406,13.25,1.8329,2.94,13.6368,152.5%,34.0%,21.38,4.94~36.9,5.93~42.31,,2.0,0.39,30.7,18.17,20230217.0,13.253,10.88
48,002271.SZ,东方雨虹,2008,,20230406,35.07,0.852,0.77,27.7599,157.0%,60.0%,22.73,16.28~46.38,8.06~44.92,,2.25,0.27,20.63,51.15,,,
49,002833.SZ,弘亚数控,2016,,20230406,17.77,2.0902,2.81,15.8547,162.5%,44.5%,24.75,5.21~36.53,7.16~33.82,,2.0,0.5,27.21,23.72,,,
50,300726.SZ,宏达电子,2017,,20230406,48.2,1.2448,0.58,23.3068,166.0%,31.0%,20.73,7.02~76.52,11.61~72.05,,2.25,0.28,29.87,12.76,,,
51,300450.SZ,先导智能,2015,,20230406,38.66,1.2913,0.75,26.9564,192.5%,22.0%,21.81,6.67~139.31,14.88~104.18,修正标准差,2.25,0.29,31.15,57.7,,,
52,002236.SZ,大华股份,2008,,20230406,25.23,1.0565,0.75,28.6352,194.0%,118.0%,21.5,10.26~22.58,9.24~25.9,,2.25,0.19,18.56,47.45,,,
53,603638.SH,艾迪精密,2017,,20230406,17.13,0.7017,1.05,58.7582,200.0%,65.5%,21.72,29.4~91.24,14.63~87.13,,2.25,0.18,23.53,29.89,,,
54,300638.SZ,广和通,2017,,20230406,27.41,0.4785,0.95,47.5699,204.0%,53.0%,20.09,14.55~85.51,16.82~91.58,,2.5,0.26,26.93,46.39,,,
55,002901.SZ,大博医疗,2017,,20230406,36.28,1.3886,1.54,34.7532,207.5%,46.0%,30.19,9.1~77.58,14.83~72.17,,1.75,0.56,48.95,17.49,,,
56,600690.SH,海尔智家,1993,,20230406,22.29,2.0423,1.7,14.3135,207.5%,40.5%,19.31,6.07~37.41,3.76~33.14,,2.0,0.38,34.95,66.12,,,
57,603444.SH,吉比特,2017,,20230406,542.1,5.534,1.68,26.6683,228.0%,64.5%,29.83,8.37~43.09,7.89~39.13,,1.75,9.12,67.13,23.01,,,
58,300630.SZ,普利制药,2017,,20230406,27.32,0.7001,0.7,24.7383,229.0%,28.5%,23.04,10.5~74.14,5.84~102.0,,2.25,0.19,20.24,30.0,,,
59,300595.SZ,欧普康视,2017,,20230406,33.18,0.4189,0.48,47.6008,331.5%,28.0%,26.56,18.12~179.86,7.92~158.5,,2.0,0.16,19.24,11.79,,,
60,000651.SZ,格力电器,1996,长期,20230406,36.75,10.7385,5.61,8.0455,334.0%,35.0%,23.67,1.35~24.13,2.94~21.52,,2.0,2.06,46.15,61.2,,,
61,300571.SZ,平治信息,2016,,20230406,44.6,0.2466,0.49,33.418,449.5%,79.5%,32.07,13.7~34.8,3.9~52.34,,2.25,0.22,14.21,56.17,,,
62,603180.SH,金牌厨柜,2017,,20230406,40.16,2.6416,2.32,22.4987,537.5%,70.0%,21.88,8.28~27.32,2.24~38.3,,2.25,0.93,32.75,48.19,,,
63,600763.SH,通策医疗,1996,,20230406,125.69,,0.06,67.4064,646.5%,33.0%,20.27,18.5~214.46,5.97~187.49,,2.0,0.08,17.52,34.43,,,
64,600309.SH,万华化学,2001,长期,20230406,94.01,2.6593,1.83,18.1825,1338.5%,49.5%,35.67,2.24~38.94,0.88~33.96,,1.75,1.72,41.66,56.12,,,
65,601155.SH,新城控股,2015,,20230406,16.13,,7.94,26.103,1892.0%,254.0%,33.68,1.3~9.24,1.32~11.5,,2.25,1.28,28.97,85.18,,,
