,证券代码,证券简称,上市年份,跟踪时间,日期,收盘价,股息率,五年股息率,PE_TTM,距离买点%,距离卖点%,五年ROE,三年估值范围,五年估值范围,数据修正,标准差倍数,五年平均每股分红,五年平均分红率,五年平均负债率,买入日期,买入价格,买入PE
38,600612.SH,老凤祥,1992,,20230421,59.8,2.4247,2.01,18.3977,85.5%,87.0%,21.21,9.43~20.51,10.45~21.55,,2.0,1.2,45.31,51.38,,,
39,601318.SH,中国平安,2007,长期,20230421,46.74,5.0951,2.85,10.1991,86.0%,73.5%,18.87,5.2~13.26,5.79~14.27,,2.25,1.33,19.94,89.53,,,
40,000661.SZ,长春高新,1996,长期,20230421,163.53,0.4862,0.51,17.1507,98.0%,22.5%,24.93,9.98~69.84,7.62~79.58,修正标准差,1.75,0.84,12.95,28.62,,,
41,603043.SH,广州酒家,2017,,20230421,28.53,1.3982,1.3,31.183,102.0%,70.5%,21.02,14.31~45.51,16.66~42.28,,2.0,0.37,38.18,26.29,,,
42,002916.SZ,深南电路,2017,,20230421,94.21,1.0084,0.91,29.4671,103.0%,47.5%,21.79,13.27~58.45,16.0~64.3,,2.25,0.86,31.74,53.79,,,
43,603868.SH,飞科电器,2016,,20230421,79.29,1.2612,1.51,39.2528,110.5%,89.0%,28.59,23.33~44.71,15.5~42.84,,1.75,1.2,71.06,27.71,,,
44,600809.SH,山西汾酒,1994,长期,20230421,238.87,0.7536,0.36,38.633,126.0%,37.0%,30.23,28.14~109.16,12.23~98.53,,1.75,0.85,37.42,47.02,,,
45,600276.SH,恒瑞医药,2000,长期,20230421,47.32,0.3381,0.4,86.3328,146.0%,85.0%,21.4,31.92~103.42,38.86~99.22,,2.0,0.19,17.99,10.67,20210810.0,57.559,56.74
46,002833.SZ,弘亚数控,2016,,20230421,16.71,2.2228,2.99,14.9089,147.5%,42.0%,24.75,5.19~36.53,7.16~33.52,,2.0,0.5,27.21,23.72,,,
47,300529.SZ,健帆生物,2016,,20230421,30.29,2.9306,2.24,27.5037,150.5%,30.0%,30.4,7.75~94.19,18.64~88.58,,1.75,0.68,60.1,17.78,20230202.0,34.897,23.21
48,300726.SZ,宏达电子,2017,,20230421,43.13,1.3911,0.65,20.8553,152.0%,28.0%,20.73,6.46~76.68,11.4~71.48,,2.25,0.28,29.87,12.76,,,
49,603387.SH,基蛋生物,2017,,20230421,13.03,1.8638,2.99,13.4103,154.5%,34.0%,21.38,4.72~36.72,5.95~41.75,,2.0,0.39,30.7,18.17,20230217.0,13.253,10.88
50,300638.SZ,广和通,2017,,20230421,23.1,0.5677,1.13,40.0899,159.0%,45.0%,20.09,14.34~85.3,16.77~91.05,,2.5,0.26,26.93,46.39,,,
51,603638.SH,艾迪精密,2017,,20230421,15.99,0.7517,1.13,54.8478,178.5%,61.0%,21.72,29.59~91.23,14.72~87.22,,2.25,0.18,23.53,29.89,,,
52,300630.SZ,普利制药,2017,,20230421,22.97,0.8327,0.83,20.7993,184.0%,24.0%,23.04,10.11~73.31,5.72~100.78,,2.25,0.19,20.24,30.0,,,
53,300450.SZ,先导智能,2015,,20230421,36.23,1.378,0.8,25.262,211.5%,21.0%,21.81,5.57~139.83,14.83~103.78,修正标准差,2.25,0.29,31.15,57.7,,,
54,600690.SH,海尔智家,1993,,20230421,23.05,1.975,1.65,14.8015,215.0%,41.5%,19.31,6.26~37.34,3.75~33.13,,2.0,0.38,34.95,66.12,,,
55,603444.SH,吉比特,2017,,20230421,534.17,5.6161,1.71,26.2782,222.0%,64.0%,29.83,8.34~42.9,7.98~39.18,,1.75,9.12,67.13,23.01,,,
56,002236.SZ,大华股份,2008,,20230421,24.95,0.9742,0.76,31.0538,235.0%,124.0%,21.5,9.38~23.9,9.15~26.03,,2.25,0.19,18.56,47.45,,,
57,002901.SZ,大博医疗,2017,,20230421,40.15,1.2547,1.39,38.4604,245.0%,51.5%,30.19,8.95~76.85,14.69~71.97,,1.75,0.56,48.95,17.49,,,
58,002271.SZ,东方雨虹,2008,,20230421,31.63,0.9447,0.85,37.5697,249.5%,81.5%,22.73,16.3~46.54,8.01~45.09,,2.25,0.27,20.63,51.15,,,
59,603180.SH,金牌厨柜,2017,,20230421,37.56,2.8245,2.48,21.0421,265.5%,67.5%,21.88,8.28~27.48,4.41~35.41,,2.25,0.93,32.75,48.19,,,
60,300571.SZ,平治信息,2016,,20230421,41.18,0.2671,0.53,30.8555,333.0%,73.5%,32.07,13.44~35.36,4.84~50.88,,2.25,0.22,14.21,56.17,,,
61,300595.SZ,欧普康视,2017,,20230421,32.38,0.4293,0.49,46.4531,336.0%,27.0%,26.56,16.84~180.18,7.78~158.54,,2.0,0.16,19.24,11.79,,,
62,000651.SZ,格力电器,1996,长期,20230421,41.02,7.2239,5.02,8.9803,415.0%,39.0%,23.67,1.25~24.11,2.87~21.49,,2.0,2.06,46.15,61.2,,,
63,600763.SH,通策医疗,1996,,20230421,119.55,,0.07,64.1135,603.0%,31.5%,20.27,17.95~214.61,6.11~187.47,,2.0,0.08,17.52,34.43,,,
64,600309.SH,万华化学,2001,长期,20230421,92.48,2.7033,1.86,19.4708,1310.5%,53.0%,35.67,2.39~38.97,0.97~33.91,,1.75,1.72,41.66,56.12,,,
65,601155.SH,新城控股,2015,,20230421,15.38,,8.32,24.8893,1549.5%,235.0%,33.68,1.4~9.8,1.63~11.44,修正标准差,2.25,1.28,28.97,85.18,,,
