,证券代码,证券简称,上市年份,跟踪时间,日期,收盘价,股息率,五年股息率,PE_TTM,距离买点%,距离卖点%,五年ROE,三年估值范围,五年估值范围,数据修正,标准差倍数,五年平均每股分红,五年平均分红率,五年平均负债率,买入日期,买入价格,买入PE
31,600085.SH,同仁堂,1997,长期,20230426,56.32,0.5149,0.66,54.1735,62.5%,99.5%,11.77,36.57~54.37,30.47~53.81,,1.75,0.37,48.2,30.18,,,
32,002415.SZ,海康威视,2010,,20230426,37.1,2.4438,1.89,28.0969,63.0%,70.5%,30.75,16.74~40.78,17.64~38.22,,1.5,0.7,51.53,39.23,,,
33,603369.SH,今世缘,2014,,20230426,58.53,1.0018,0.7,30.4445,66.0%,66.0%,20.74,20.72~47.56,16.31~44.33,,1.75,0.41,35.75,30.0,,,
34,603707.SH,健友股份,2017,,20230426,14.47,0.7974,1.24,20.8614,77.5%,28.5%,21.5,11.61~70.41,11.82~72.66,,2.25,0.18,22.01,35.86,,,
35,603848.SH,好太太,2017,,20230426,13.45,1.8587,1.71,21.2238,78.5%,70.5%,20.09,13.98~25.68,10.3~35.44,,2.0,0.23,34.0,21.27,,,
36,002916.SZ,深南电路,2017,,20230426,83.56,1.1369,1.03,26.136,79.0%,42.0%,21.79,13.34~58.12,15.94~64.28,,2.25,0.86,31.74,53.79,,,
37,601318.SH,中国平安,2007,长期,20230426,45.79,5.2008,2.9,9.9918,82.0%,72.5%,18.87,5.2~13.26,5.8~14.26,,2.25,1.33,19.94,89.53,,,
38,600612.SH,老凤祥,1992,,20230426,60.0,2.4167,2.0,18.4593,85.5%,87.0%,21.21,9.43~20.55,10.46~21.56,,2.0,1.2,45.31,51.38,,,
39,603338.SH,浙江鼎力,2015,长期,20230426,52.81,0.6438,0.64,21.269,91.5%,30.5%,19.68,8.96~73.06,14.51~66.33,,2.25,0.34,19.81,31.38,20230130.0,51.596,
40,000661.SZ,长春高新,1996,长期,20230426,160.01,0.4969,0.52,16.7815,95.5%,22.5%,24.93,9.93~69.51,7.51~79.55,修正标准差,1.75,0.84,12.95,28.62,,,
41,603868.SH,飞科电器,2016,,20230426,75.67,1.3215,1.59,37.4607,100.0%,85.0%,28.59,23.46~44.7,15.51~42.87,,1.75,1.2,71.06,27.71,,,
42,603043.SH,广州酒家,2017,,20230426,29.94,1.3324,1.24,32.7241,112.0%,74.0%,21.02,14.31~45.51,16.68~42.28,,2.0,0.37,38.18,26.29,,,
43,600276.SH,恒瑞医药,2000,长期,20230426,48.2,0.3319,0.39,78.6672,124.0%,77.5%,21.4,31.92~103.42,38.89~99.23,,2.0,0.19,17.99,10.67,20210810.0,57.559,56.74
44,600809.SH,山西汾酒,1994,长期,20230426,240.06,0.7499,0.35,38.8254,127.5%,37.0%,30.23,28.1~109.18,12.22~98.48,,1.75,0.85,37.42,47.02,,,
45,002833.SZ,弘亚数控,2016,,20230426,16.46,2.2565,3.04,14.6859,144.5%,41.5%,24.75,5.16~36.54,7.15~33.49,,2.0,0.5,27.21,23.72,,,
46,300726.SZ,宏达电子,2017,,20230426,41.28,1.4535,0.68,19.9607,146.5%,26.5%,20.73,6.29~76.75,11.29~71.45,,2.25,0.28,29.87,12.76,,,
47,300638.SZ,广和通,2017,,20230426,24.1,0.5442,1.08,38.0175,146.5%,42.5%,20.09,14.24~85.28,16.73~90.99,,2.5,0.26,26.93,46.39,,,
48,300529.SZ,健帆生物,2016,,20230426,29.31,3.0286,2.32,26.6138,147.5%,29.0%,30.4,7.56~93.96,18.51~88.55,,1.75,0.68,60.1,17.78,20230202.0,34.897,23.21
49,603387.SH,基蛋生物,2017,,20230426,12.87,1.887,3.03,13.2457,153.5%,33.5%,21.38,4.65~36.67,5.92~41.68,,2.0,0.39,30.7,18.17,20230217.0,13.253,10.88
50,603638.SH,艾迪精密,2017,,20230426,16.28,0.7383,1.11,55.8426,183.0%,62.5%,21.72,29.65~91.23,14.77~87.21,,2.25,0.18,23.53,29.89,,,
51,300450.SZ,先导智能,2015,,20230426,36.5,1.3678,0.79,22.5543,191.5%,18.5%,21.81,5.23~139.99,14.8~103.64,修正标准差,2.25,0.29,31.15,57.7,,,
52,002236.SZ,大华股份,2008,,20230426,21.63,1.1238,0.88,26.9216,193.0%,107.0%,21.5,9.24~24.16,9.11~26.11,,2.25,0.19,18.56,47.45,,,
53,300482.SZ,万孚生物,2015,,20230426,29.64,1.0078,1.18,26.5024,200.5%,42.5%,21.49,8.16~57.1,9.55~66.87,修正标准差,2.25,0.35,27.39,24.92,,,
54,600690.SH,海尔智家,1993,,20230426,22.46,2.0269,1.69,14.4227,205.5%,40.5%,19.31,6.32~37.32,3.76~33.12,,2.0,0.38,34.95,66.12,,,
55,002271.SZ,东方雨虹,2008,,20230426,29.07,1.0279,0.93,33.4513,210.0%,72.5%,22.73,16.32~46.56,8.03~45.11,,2.25,0.27,20.63,51.15,,,
56,300630.SZ,普利制药,2017,,20230426,20.99,0.9113,0.91,23.0549,220.0%,26.5%,23.04,10.0~73.06,5.61~100.67,,2.25,0.19,20.24,30.0,,,
57,603444.SH,吉比特,2017,,20230426,535.0,5.6074,1.7,26.319,221.5%,64.0%,29.83,8.34~42.88,8.01~39.19,,1.75,9.12,67.13,23.01,,,
58,603180.SH,金牌厨柜,2017,,20230426,34.51,3.0741,2.69,19.3334,229.0%,62.0%,21.88,8.29~27.49,4.54~35.22,,2.25,0.93,32.75,48.19,,,
59,002901.SZ,大博医疗,2017,,20230426,40.1,1.2563,1.4,38.4125,245.0%,51.5%,30.19,8.95~76.57,14.7~71.92,,1.75,0.56,48.95,17.49,,,
60,300571.SZ,平治信息,2016,,20230426,37.8,0.291,0.58,28.3229,294.0%,67.0%,32.07,13.43~35.41,4.9~50.8,,2.25,0.22,14.21,56.17,,,
61,300595.SZ,欧普康视,2017,,20230426,32.62,0.4261,0.49,44.9859,329.0%,26.0%,26.56,16.39~180.27,7.7~158.48,,2.0,0.16,19.24,11.79,,,
62,000651.SZ,格力电器,1996,长期,20230426,40.0,7.4081,5.15,8.757,411.5%,38.0%,23.67,1.22~24.1,2.86~21.48,,2.0,2.06,46.15,61.2,,,
63,600763.SH,通策医疗,1996,,20230426,115.37,,0.07,61.8719,584.0%,30.5%,20.27,17.5~214.64,6.09~187.39,,2.0,0.08,17.52,34.43,,,
64,600309.SH,万华化学,2001,长期,20230426,91.73,2.7254,1.88,19.3129,1274.0%,52.5%,35.67,2.42~38.98,0.99~33.89,,1.75,1.72,41.66,56.12,,,
65,601155.SH,新城控股,2015,,20230426,14.9,,8.59,24.1125,1481.5%,225.5%,33.68,1.42~9.94,1.64~11.52,修正标准差,2.25,1.28,28.97,85.18,,,
