,证券代码,证券简称,上市年份,跟踪时间,日期,收盘价,股息率,五年股息率,PE_TTM,距离买点%,距离卖点%,五年ROE,三年估值范围,五年估值范围,数据修正,标准差倍数,五年平均每股分红,五年平均分红率,五年平均负债率,买入日期,买入价格,买入PE
44,600809.SH,山西汾酒,1994,长期,20230427,244.12,0.7374,0.35,39.4821,131.5%,38.0%,30.23,28.1~109.18,12.22~98.48,,1.75,0.85,37.42,47.02,,,
45,002833.SZ,弘亚数控,2016,,20230427,16.45,2.2579,3.04,14.677,144.5%,41.5%,24.75,5.16~36.54,7.14~33.48,,2.0,0.5,27.21,23.72,,,
46,300726.SZ,宏达电子,2017,,20230427,41.56,1.4437,0.67,20.0961,150.0%,27.0%,20.73,6.23~76.77,11.24~71.42,,2.25,0.28,29.87,12.76,,,
47,300529.SZ,健帆生物,2016,,20230427,29.48,3.0111,2.31,26.7682,150.0%,29.0%,30.4,7.5~93.88,18.47~88.55,,1.75,0.68,60.1,17.78,20230202.0,34.897,23.21
48,300638.SZ,广和通,2017,,20230427,24.58,0.5335,1.06,38.7746,152.0%,43.5%,20.09,14.21~85.27,16.7~90.96,,2.5,0.26,26.93,46.39,,,
49,603638.SH,艾迪精密,2017,,20230427,16.77,0.7167,1.07,57.5233,191.0%,64.0%,21.72,29.67~91.23,14.78~87.22,,2.25,0.18,23.53,29.89,,,
50,002236.SZ,大华股份,2008,,20230427,21.57,1.1269,0.88,26.8469,192.5%,106.0%,21.5,9.2~24.22,9.11~26.09,,2.25,0.19,18.56,47.45,,,
51,300482.SZ,万孚生物,2015,,20230427,29.85,1.0007,1.17,26.6902,203.0%,42.5%,21.49,8.14~57.02,9.55~66.83,修正标准差,2.25,0.35,27.39,24.92,,,
52,600690.SH,海尔智家,1993,,20230427,22.45,2.0278,1.69,14.4162,205.0%,40.5%,19.31,6.33~37.31,3.76~33.12,,2.0,0.38,34.95,66.12,,,
53,300450.SZ,先导智能,2015,,20230427,37.79,1.3211,0.77,23.3514,206.5%,19.0%,21.81,5.11~140.05,14.8~103.6,修正标准差,2.25,0.29,31.15,57.7,,,
54,603444.SH,吉比特,2017,,20230427,497.99,6.019,1.83,25.2648,209.0%,61.0%,29.83,8.33~42.87,8.01~39.19,,1.75,9.12,67.13,23.01,,,
55,002271.SZ,东方雨虹,2008,,20230427,30.17,0.9904,0.89,34.717,222.0%,75.0%,22.73,16.32~46.56,8.03~45.13,,2.25,0.27,20.63,51.15,,,
56,300630.SZ,普利制药,2017,,20230427,21.25,0.9001,0.89,23.3405,225.5%,27.0%,23.04,9.97~72.97,5.59~100.55,,2.25,0.19,20.24,30.0,,,
57,603180.SH,金牌厨柜,2017,,20230427,35.72,2.9699,2.6,20.0113,234.0%,64.5%,21.88,8.29~27.49,4.68~35.02,,2.25,0.93,32.75,48.19,,,
58,603387.SH,基蛋生物,2017,,20230427,13.97,1.7384,2.79,17.6367,238.0%,45.0%,21.38,4.64~36.66,5.95~41.61,,2.0,0.39,30.7,18.17,20230217.0,13.253,10.88
59,002901.SZ,大博医疗,2017,,20230427,39.4,1.2786,1.42,37.7419,238.0%,50.5%,30.19,8.97~76.47,14.69~71.91,,1.75,0.56,48.95,17.49,,,
60,300571.SZ,平治信息,2016,,20230427,36.7,0.2997,0.6,27.4987,280.5%,65.5%,32.07,13.43~35.41,4.93~50.73,,2.25,0.22,14.21,56.17,,,
61,300595.SZ,欧普康视,2017,,20230427,32.85,0.4231,0.49,45.303,334.0%,26.5%,26.56,16.22~180.3,7.68~158.48,,2.0,0.16,19.24,11.79,,,
62,000651.SZ,格力电器,1996,长期,20230427,39.8,7.4453,5.18,8.7132,415.0%,38.0%,23.67,1.2~24.1,2.86~21.48,,2.0,2.06,46.15,61.2,,,
63,600763.SH,通策医疗,1996,,20230427,118.51,,0.07,63.5558,603.5%,31.0%,20.27,17.35~214.65,6.1~187.38,,2.0,0.08,17.52,34.43,,,
64,600309.SH,万华化学,2001,长期,20230427,93.5,2.6738,1.84,19.6855,1279.5%,54.0%,35.67,2.43~38.97,1.01~33.89,,1.75,1.72,41.66,56.12,,,
65,601155.SH,新城控股,2015,,20230427,14.85,,8.62,24.0316,1472.0%,224.0%,33.68,1.42~9.98,1.65~11.53,修正标准差,2.25,1.28,28.97,85.18,,,
