,证券代码,证券简称,上市年份,跟踪时间,日期,收盘价,股息率,五年股息率,PE_TTM,距离买点%,距离卖点%,五年ROE,三年估值范围,五年估值范围,数据修正,标准差倍数,五年平均每股分红,五年平均分红率,五年平均负债率,买入日期,买入价格,买入PE
40,603338.SH,浙江鼎力,2015,长期,20230417,55.65,0.611,0.61,22.4128,93.5%,31.5%,19.68,9.48~72.98,14.81~66.25,,2.25,0.34,19.81,31.38,20230130.0,51.596,
41,603707.SH,健友股份,2017,,20230417,16.19,0.7127,1.11,23.3412,97.0%,32.0%,21.5,11.51~71.53,12.1~72.6,,2.25,0.18,22.01,35.86,,,
42,603043.SH,广州酒家,2017,,20230417,28.46,1.4017,1.3,31.1065,102.0%,70.5%,21.02,14.3~45.5,16.6~42.28,,2.0,0.37,38.18,26.29,,,
43,603868.SH,飞科电器,2016,,20230417,80.08,1.2488,1.5,39.6439,113.0%,90.0%,28.59,23.13~44.71,15.5~42.78,,1.75,1.2,71.06,27.71,,,
44,600809.SH,山西汾酒,1994,长期,20230417,245.0,0.7348,0.35,39.6244,131.0%,38.0%,30.23,28.2~109.14,12.3~98.54,,1.75,0.85,37.42,47.02,,,
45,002833.SZ,弘亚数控,2016,,20230417,17.14,2.167,2.92,15.2926,153.5%,43.0%,24.75,5.2~36.54,7.17~33.61,,2.0,0.5,27.21,23.72,,,
46,600276.SH,恒瑞医药,2000,长期,20230417,49.29,0.3246,0.39,89.9269,156.0%,88.5%,21.4,31.95~103.29,38.89~99.11,,2.0,0.19,17.99,10.67,20210810.0,57.559,56.74
47,300529.SZ,健帆生物,2016,,20230417,31.68,2.802,2.15,28.7658,156.0%,31.0%,30.4,7.99~94.49,18.83~88.59,,1.75,0.68,60.1,17.78,20230202.0,34.897,23.21
48,300638.SZ,广和通,2017,,20230417,23.61,0.5555,1.1,40.975,164.0%,45.5%,20.09,14.42~85.38,16.79~91.25,,2.5,0.26,26.93,46.39,,,
49,603387.SH,基蛋生物,2017,,20230417,13.68,1.7753,2.85,14.0793,164.5%,35.5%,21.38,4.79~36.81,5.95~41.95,,2.0,0.39,30.7,18.17,20230217.0,13.253,10.88
50,300726.SZ,宏达电子,2017,,20230417,46.95,1.278,0.6,22.7024,168.0%,30.0%,20.73,6.68~76.62,11.51~71.65,,2.25,0.28,29.87,12.76,,,
51,603638.SH,艾迪精密,2017,,20230417,17.03,0.7058,1.06,58.4152,198.0%,65.0%,21.72,29.5~91.24,14.67~87.19,,2.25,0.18,23.53,29.89,,,
52,300630.SZ,普利制药,2017,,20230417,25.42,0.7525,0.75,23.0178,207.5%,26.5%,23.04,10.28~73.64,5.87~101.09,,2.25,0.19,20.24,30.0,,,
53,002236.SZ,大华股份,2008,,20230417,24.0,1.0128,0.79,29.8714,214.5%,121.0%,21.5,9.74~23.36,9.22~25.92,,2.25,0.19,18.56,47.45,,,
54,603444.SH,吉比特,2017,,20230417,522.38,5.7429,1.75,25.6982,215.0%,62.0%,29.83,8.35~42.97,7.95~39.17,,1.75,9.12,67.13,23.01,,,
55,300450.SZ,先导智能,2015,,20230417,39.07,1.2778,0.74,27.2423,218.5%,22.5%,21.81,5.99~139.63,14.84~103.92,修正标准差,2.25,0.29,31.15,57.7,,,
56,002901.SZ,大博医疗,2017,,20230417,37.36,1.3484,1.5,35.7878,220.0%,47.5%,30.19,8.98~77.16,14.74~72.02,,1.75,0.56,48.95,17.49,,,
57,600690.SH,海尔智家,1993,,20230417,23.4,1.9455,1.62,15.0263,221.0%,42.5%,19.31,6.19~37.37,3.75~33.13,,2.0,0.38,34.95,66.12,,,
58,002271.SZ,东方雨虹,2008,,20230417,33.1,0.9027,0.82,39.3158,265.0%,85.5%,22.73,16.3~46.46,8.04~45.0,,2.25,0.27,20.63,51.15,,,
59,603180.SH,金牌厨柜,2017,,20230417,37.23,2.8495,2.5,20.8572,308.0%,66.5%,21.88,8.28~27.42,3.69~36.37,,2.25,0.93,32.75,48.19,,,
60,300595.SZ,欧普康视,2017,,20230417,34.74,0.4001,0.46,49.8388,361.0%,29.0%,26.56,17.34~180.06,7.84~158.52,,2.0,0.16,19.24,11.79,,,
61,300571.SZ,平治信息,2016,,20230417,44.85,0.2453,0.49,33.6054,394.5%,80.0%,32.07,13.5~35.22,4.53~51.39,,2.25,0.22,14.21,56.17,,,
62,000651.SZ,格力电器,1996,长期,20230417,40.26,7.3603,5.12,8.8139,396.0%,38.0%,23.67,1.28~24.12,2.89~21.51,,2.0,2.06,46.15,61.2,,,
63,600763.SH,通策医疗,1996,,20230417,126.59,,0.06,67.889,646.5%,33.5%,20.27,18.2~214.54,6.06~187.48,,2.0,0.08,17.52,34.43,,,
64,600309.SH,万华化学,2001,长期,20230417,97.27,2.5702,1.77,20.4793,1440.0%,56.0%,35.67,2.33~38.95,0.93~33.93,,1.75,1.72,41.66,56.12,,,
65,601155.SH,新城控股,2015,,20230417,16.91,,7.57,27.3652,5172.0%,249.5%,33.68,1.37~9.61,0.32~12.68,修正标准差,2.25,1.28,28.97,85.18,,,
