,证券代码,证券简称,上市年份,跟踪时间,日期,收盘价,股息率,五年股息率,PE_TTM,距离买点%,距离卖点%,五年ROE,三年估值范围,五年估值范围,数据修正,标准差倍数,五年平均每股分红,五年平均分红率,五年平均负债率,买入日期,买入价格,买入PE
15,002508.SZ,老板电器,2010,,20230413,27.66,1.7983,2.21,21.4675,35.5%,86.0%,24.01,17.06~25.0,14.7~24.46,,1.5,0.61,39.35,34.91,,,
16,300357.SZ,我武生物,2014,,20230413,48.84,0.4115,0.49,65.4657,35.5%,51.5%,24.02,54.37~131.89,43.18~120.52,,1.5,0.24,31.29,5.72,,,
17,603866.SH,桃李面包,2015,,20230413,14.43,2.97,6.1,30.0545,43.0%,56.5%,18.9,19.2~52.68,23.04~53.56,,2.0,0.88,78.95,16.76,,,
18,002841.SZ,视源股份,2017,,20230413,73.72,1.1604,1.03,24.9817,46.0%,45.5%,32.54,15.76~51.38,18.62~57.34,,2.0,0.76,34.38,47.02,20230209.0,64.33,21.91
19,002304.SZ,洋河股份,2009,,20230413,151.29,1.9822,1.95,24.3399,46.5%,58.0%,21.82,20.08~42.76,14.11~40.31,,1.75,2.95,59.95,32.33,,,
20,000538.SZ,云南白药,1993,长期,20230413,55.82,2.0467,4.3,33.4211,47.0%,84.5%,14.5,23.46~39.92,21.89~38.45,,1.75,2.4,73.32,29.85,,,
21,603899.SH,晨光股份,2015,长期,20230413,46.68,1.2865,0.88,33.7393,47.0%,50.0%,26.23,21.66~70.26,24.19~63.81,,1.75,0.41,35.76,39.98,,,
22,002884.SZ,凌霄泵业,2017,,20230413,15.82,6.3211,7.08,13.4108,47.5%,57.0%,20.71,10.29~23.71,8.08~22.94,,2.0,1.12,74.54,8.45,,,
23,600436.SH,片仔癀,2003,长期,20230413,282.0,0.4291,0.28,68.9074,52.5%,56.5%,24.1,54.78~125.94,38.08~114.92,,1.5,0.79,31.76,20.16,,,
24,603589.SH,口子窖,2015,,20230413,60.08,2.4836,2.15,20.2692,58.0%,62.0%,23.49,13.06~32.96,12.53~31.91,,2.0,1.29,51.89,28.32,,,
25,600085.SH,同仁堂,1997,长期,20230413,55.08,0.5265,0.67,52.9808,59.5%,97.5%,11.77,36.26~54.22,30.52~53.64,,1.75,0.37,48.2,30.18,,,
26,603360.SH,百傲化学,2017,,20230413,15.33,,3.72,9.3105,60.0%,35.0%,23.28,8.93~20.85,4.31~34.61,,2.0,0.57,64.62,18.77,,,
27,603833.SH,欧派家居,2017,,20230413,125.4,1.3955,0.93,30.0431,62.5%,64.5%,22.46,19.45~46.91,17.54~45.56,,2.0,1.16,30.31,35.64,,,
28,600600.SH,青岛啤酒,1993,长期,20230413,117.35,0.9375,0.56,43.1444,63.5%,67.0%,10.23,28.45~65.51,24.47~61.97,,2.0,0.66,44.87,46.37,,,
29,300015.SZ,爱尔眼科,2009,长期,20230413,30.42,0.2972,0.59,81.5531,63.5%,45.5%,20.49,54.4~185.92,45.78~166.62,,1.75,0.18,41.94,39.14,,,
30,603605.SH,珀莱雅,2017,,20230413,176.02,0.3464,0.33,61.0536,65.5%,65.0%,20.52,56.74~90.9,27.2~96.46,,2.0,0.58,30.36,35.45,,,
31,000858.SZ,五粮液,1998,长期,20230413,177.88,1.6995,1.21,26.5164,67.0%,47.0%,23.54,18.22~58.62,13.97~53.31,,1.75,2.16,50.18,24.79,,,
32,002867.SZ,周大生,2017,,20230413,15.97,3.1014,3.13,15.2267,71.0%,59.5%,21.77,8.33~25.17,9.51~25.63,,2.0,0.5,38.02,21.25,,,
33,603369.SH,今世缘,2014,,20230413,60.4,0.9708,0.68,31.4172,73.0%,68.0%,20.74,20.59~47.57,16.19~44.33,,1.75,0.41,35.75,30.0,,,
34,601318.SH,中国平安,2007,长期,20230413,45.12,5.278,2.95,9.8456,79.5%,71.0%,18.87,5.19~13.25,5.78~14.32,,2.25,1.33,19.94,89.53,,,
35,000661.SZ,长春高新,1996,长期,20230413,167.66,0.4743,0.5,16.3893,84.0%,21.5%,24.93,10.07~70.49,7.92~79.58,修正标准差,1.75,0.84,12.95,28.62,,,
36,603338.SH,浙江鼎力,2015,长期,20230413,53.73,0.6328,0.63,21.6395,84.5%,30.5%,19.68,9.62~72.96,14.89~66.23,,2.25,0.34,19.81,31.38,20230130.0,51.596,
37,600612.SH,老凤祥,1992,,20230413,60.28,2.4054,1.99,18.5454,86.5%,88.0%,21.21,9.44~20.44,10.46~21.54,,2.0,1.2,45.31,51.38,,,
38,002916.SZ,深南电路,2017,,20230413,88.24,1.0766,0.97,27.5998,91.0%,44.0%,21.79,13.06~59.16,16.12~64.34,,2.25,0.86,31.74,53.79,,,
39,603848.SH,好太太,2017,,20230413,14.3,1.7483,1.61,22.5651,91.5%,75.5%,20.09,13.97~25.63,10.15~35.81,,2.0,0.23,34.0,21.27,,,
40,002415.SZ,海康威视,2010,,20230413,45.2,2.0059,1.55,32.9963,92.5%,83.5%,30.75,16.61~40.71,17.62~38.3,,1.5,0.7,51.53,39.23,,,
41,603707.SH,健友股份,2017,,20230413,16.33,0.7066,1.1,23.543,98.5%,32.0%,21.5,11.5~71.82,12.17~72.57,,2.25,0.18,22.01,35.86,,,
42,603043.SH,广州酒家,2017,,20230413,28.84,1.3832,1.28,31.5218,105.0%,71.5%,21.02,14.29~45.49,16.58~42.28,,2.0,0.37,38.18,26.29,,,
43,603868.SH,飞科电器,2016,,20230413,78.6,1.2723,1.53,38.9112,109.5%,89.0%,28.59,23.03~44.71,15.5~42.74,,1.75,1.2,71.06,27.71,,,
44,600809.SH,山西汾酒,1994,长期,20230413,246.67,0.7297,0.34,39.898,132.0%,38.0%,30.23,28.22~109.14,12.32~98.54,,1.75,0.85,37.42,47.02,,,
45,600276.SH,恒瑞医药,2000,长期,20230413,47.35,0.3379,0.4,86.3875,146.0%,85.0%,21.4,31.97~103.23,38.9~99.04,,2.0,0.19,17.99,10.67,20210810.0,57.559,56.74
46,002833.SZ,弘亚数控,2016,,20230413,16.91,2.1965,2.96,15.0874,149.5%,42.5%,24.75,5.21~36.53,7.18~33.66,,2.0,0.5,27.21,23.72,,,
47,300529.SZ,健帆生物,2016,,20230413,31.7,2.8002,2.15,28.784,153.0%,31.0%,30.4,8.11~94.63,18.92~88.58,,1.75,0.68,60.1,17.78,20230202.0,34.897,23.21
48,603387.SH,基蛋生物,2017,,20230413,13.66,1.7779,2.86,14.0587,163.5%,35.5%,21.38,4.83~36.85,5.94~42.04,,2.0,0.39,30.7,18.17,20230217.0,13.253,10.88
49,300726.SZ,宏达电子,2017,,20230413,47.4,1.2658,0.59,22.92,168.0%,30.0%,20.73,6.77~76.59,11.54~71.74,,2.25,0.28,29.87,12.76,,,
50,300638.SZ,广和通,2017,,20230413,24.58,0.5335,1.06,42.6585,173.5%,47.5%,20.09,14.48~85.42,16.83~91.31,,2.5,0.26,26.93,46.39,,,
51,002236.SZ,大华股份,2008,,20230413,24.53,0.9909,0.77,27.8408,190.5%,113.5%,21.5,9.89~23.13,9.25~25.89,,2.25,0.19,18.56,47.45,,,
52,603638.SH,艾迪精密,2017,,20230413,16.68,0.7206,1.08,57.2146,192.0%,63.5%,21.72,29.47~91.25,14.65~87.17,,2.25,0.18,23.53,29.89,,,
53,300450.SZ,先导智能,2015,,20230413,37.67,1.3253,0.77,26.2661,200.0%,21.5%,21.81,6.19~139.53,14.86~103.98,修正标准差,2.25,0.29,31.15,57.7,,,
54,600690.SH,海尔智家,1993,,20230413,22.78,1.9984,1.67,14.6281,213.5%,41.5%,19.31,6.15~37.39,3.75~33.13,,2.0,0.38,34.95,66.12,,,
55,002901.SZ,大博医疗,2017,,20230413,37.34,1.3491,1.5,35.7686,219.5%,47.5%,30.19,9.0~77.28,14.77~72.07,,1.75,0.56,48.95,17.49,,,
56,603444.SH,吉比特,2017,,20230413,547.22,5.4822,1.67,26.9202,230.5%,65.0%,29.83,8.36~43.02,7.92~39.16,,1.75,9.12,67.13,23.01,,,
57,300630.SZ,普利制药,2017,,20230413,29.08,0.6578,0.65,26.332,249.0%,30.0%,23.04,10.34~73.8,5.92~101.28,,2.25,0.19,20.24,30.0,,,
58,002271.SZ,东方雨虹,2008,,20230413,32.97,0.9063,0.82,39.1614,262.5%,85.5%,22.73,16.29~46.41,8.06~44.94,,2.25,0.27,20.63,51.15,,,
59,300595.SZ,欧普康视,2017,,20230413,34.64,0.4013,0.46,49.6954,357.5%,29.0%,26.56,17.56~180.0,7.86~158.52,,2.0,0.16,19.24,11.79,,,
60,000651.SZ,格力电器,1996,长期,20230413,38.52,7.6927,5.35,8.433,366.0%,36.5%,23.67,1.31~24.13,2.91~21.51,,2.0,2.06,46.15,61.2,,,
61,603180.SH,金牌厨柜,2017,,20230413,39.94,2.6561,2.33,22.3755,375.0%,70.5%,21.88,8.27~27.41,3.29~36.91,,2.25,0.93,32.75,48.19,,,
62,300571.SZ,平治信息,2016,,20230413,51.03,0.2156,0.43,38.2359,478.0%,91.0%,32.07,13.55~35.11,4.37~51.63,,2.25,0.22,14.21,56.17,,,
63,600763.SH,通策医疗,1996,,20230413,129.15,,0.06,69.2619,663.0%,34.0%,20.27,18.3~214.52,6.03~187.49,,2.0,0.08,17.52,34.43,,,
64,600309.SH,万华化学,2001,长期,20230413,91.92,2.7198,1.87,17.7783,1250.5%,48.5%,35.67,2.31~38.95,0.92~33.94,,1.75,1.72,41.66,56.12,,,
65,601155.SH,新城控股,2015,,20230413,17.16,,7.46,27.7698,3358.0%,258.0%,33.68,1.36~9.5,0.57~12.37,修正标准差,2.25,1.28,28.97,85.18,,,
