,证券代码,证券简称,上市年份,跟踪时间,日期,收盘价,股息率,五年股息率,PE_TTM,距离买点%,距离卖点%,五年ROE,三年估值范围,五年估值范围,数据修正,标准差倍数,五年平均每股分红,五年平均分红率,五年平均负债率,买入日期,买入价格,买入PE
18,600612.SH,老凤祥,1992,,20221028,39.12,3.7065,3.07,11.8005,14.5%,54.0%,21.21,9.75~21.11,10.84~22.08,,2.0,1.2,45.31,51.38,,,
19,002867.SZ,周大生,2017,,20221028,11.05,7.1856,4.52,10.5357,16.0%,39.0%,21.77,8.54~25.14,9.59~27.79,,2.0,0.5,38.02,21.25,,,
20,600600.SH,青岛啤酒,1993,长期,20221028,84.4,1.3033,0.78,30.2104,16.5%,46.5%,10.23,26.38~66.3,25.31~62.71,,2.0,0.66,44.87,46.37,,,
21,300529.SZ,健帆生物,2016,,20221028,39.6,2.2415,1.72,26.4973,17.0%,28.5%,30.4,19.97~95.73,25.97~86.67,,1.75,0.68,60.1,17.78,20230202.0,34.897,23.21
22,000858.SZ,五粮液,1998,长期,20221028,137.5,2.1985,1.57,20.497,22.0%,36.5%,23.54,19.28~58.36,14.8~53.54,,1.75,2.16,50.18,24.79,,,
23,600885.SH,宏发股份,1996,,20221028,32.76,0.9354,1.07,29.371,22.5%,52.5%,16.79,29.18~56.94,20.17~54.21,,1.75,0.35,30.75,33.39,,,
24,002884.SZ,凌霄泵业,2017,,20221028,15.39,6.4977,7.28,10.8172,24.0%,43.0%,20.71,9.74~24.04,7.86~25.26,,2.0,1.12,74.54,8.45,,,
25,601155.SH,新城控股,2015,,20221028,13.8,,9.28,2.7603,24.0%,27.0%,33.68,2.79~8.29,1.85~12.93,修正标准差,2.25,1.28,28.97,85.18,,,
26,603387.SH,基蛋生物,2017,,20221028,13.1,1.8539,2.98,10.6971,26.5%,26.0%,21.38,8.99~36.73,7.91~45.83,,2.0,0.39,30.7,18.17,20230217.0,13.253,10.88
27,603338.SH,浙江鼎力,2015,长期,20221028,42.13,0.807,0.81,22.4132,28.5%,32.0%,19.68,16.06~72.18,18.85~65.97,,2.25,0.34,19.81,31.38,20230130.0,51.596,
28,603043.SH,广州酒家,2017,,20221028,21.44,1.8657,1.73,20.8149,30.0%,47.0%,21.02,15.13~45.43,16.81~42.15,,2.0,0.37,38.18,26.29,,,
29,603369.SH,今世缘,2014,,20221028,37.68,1.5562,1.09,20.4421,32.0%,42.5%,20.74,18.51~49.29,13.2~46.22,,2.0,0.41,35.75,30.0,,,
30,600298.SH,安琪酵母,2000,长期,20221028,36.38,1.317,1.15,26.6179,32.5%,58.5%,21.99,20.69~46.13,19.29~44.01,,2.0,0.42,34.31,46.8,,,
31,300015.SZ,爱尔眼科,2009,长期,20221028,25.32,0.357,0.71,67.8805,33.5%,38.0%,20.49,59.72~184.72,44.04~167.3,,1.75,0.18,41.94,39.14,,,
32,002916.SZ,深南电路,2017,,20221028,73.48,1.2929,1.17,23.0377,34.0%,35.0%,21.79,15.31~65.79,19.47~64.97,,2.25,0.86,31.74,53.79,,,
33,600436.SH,片仔癀,2003,长期,20221028,228.23,0.5302,0.35,55.6911,35.0%,45.5%,24.1,47.42~127.8,36.21~114.59,,1.5,0.79,31.76,20.16,,,
34,002236.SZ,大华股份,2008,,20221028,11.89,2.2419,1.6,11.0794,36.5%,41.0%,21.5,10.93~22.93,6.43~31.71,,2.25,0.19,18.56,47.45,,,
35,002304.SZ,洋河股份,2009,,20221028,131.97,2.2724,2.24,21.2317,37.5%,50.0%,21.82,16.76~43.9,14.21~40.37,,1.75,2.95,59.95,32.33,,,
36,300726.SZ,宏达电子,2017,,20221028,42.64,1.4071,0.66,20.9322,41.0%,28.0%,20.73,13.76~74.3,16.07~73.01,,2.25,0.28,29.87,12.76,,,
37,603707.SH,健友股份,2017,,20221028,16.22,0.7114,1.11,23.4646,41.0%,31.0%,21.5,17.37~77.19,15.93~71.59,,2.25,0.18,22.01,35.86,,,
38,601318.SH,中国平安,2007,长期,20221028,36.73,6.4836,3.62,6.962,44.5%,46.0%,18.87,5.31~13.31,4.4~17.24,,2.25,1.33,19.94,89.53,,,
39,300638.SZ,广和通,2017,,20221028,17.87,0.7435,1.45,30.6135,49.0%,33.5%,20.09,20.06~86.6,20.9~93.68,,2.5,0.26,26.93,46.39,,,
40,603360.SH,百傲化学,2017,,20221028,15.95,,3.57,11.6358,49.5%,41.0%,23.28,9.99~23.13,6.33~35.75,,2.0,0.57,64.62,18.77,,,
41,603180.SH,金牌厨柜,2017,,20221028,25.01,4.2418,3.72,11.2018,51.0%,33.5%,21.88,9.26~27.2,6.13~42.93,修正标准差,2.25,0.93,32.75,48.19,,,
42,000049.SZ,德赛电池,1995,,20221028,49.57,1.5131,1.19,16.3899,53.5%,60.0%,25.27,11.04~26.68,10.29~27.63,,2.0,0.59,23.65,70.97,,,
43,603444.SH,吉比特,2017,,20221028,260.0,6.1538,3.51,14.6583,61.5%,35.0%,29.83,9.95~44.09,8.29~39.43,,1.75,9.12,67.13,23.01,,,
44,000538.SZ,云南白药,1993,长期,20221028,54.78,2.0855,4.38,37.0326,64.5%,99.0%,14.5,22.52~37.44,22.39~37.01,,1.75,2.4,73.32,29.85,,,
45,300630.SZ,普利制药,2017,,20221028,24.62,0.7758,0.77,22.3247,68.0%,24.0%,23.04,17.65~77.97,10.59~109.27,,2.25,0.19,20.24,30.0,,,
46,300357.SZ,我武生物,2014,,20221028,49.29,0.4078,0.49,66.0688,68.5%,49.0%,24.02,52.28~138.12,31.17~128.13,,1.75,0.24,31.29,5.72,,,
47,600085.SH,同仁堂,1997,长期,20221028,50.7,0.572,0.73,53.0692,70.0%,99.0%,11.77,31.49~53.67,30.76~52.7,,1.75,0.37,48.2,30.18,,,
48,600276.SH,恒瑞医药,2000,长期,20221028,38.95,0.4107,0.49,62.397,78.0%,61.0%,21.4,31.99~104.31,38.55~98.39,,2.0,0.19,17.99,10.67,20210810.0,57.559,56.74
49,002833.SZ,弘亚数控,2016,,20221028,14.52,2.558,3.44,12.955,83.5%,34.5%,24.75,6.73~36.37,7.39~37.39,,2.0,0.5,27.21,23.72,,,
50,000661.SZ,长春高新,1996,长期,20221028,174.75,0.455,0.48,17.3562,95.0%,20.0%,24.93,6.57~88.15,13.72~79.5,,1.75,0.84,12.95,28.62,,,
51,000651.SZ,格力电器,1996,长期,20221028,30.19,9.7699,6.82,6.7806,95.5%,29.5%,23.67,3.08~24.18,3.96~21.82,,2.0,2.06,46.15,61.2,,,
52,002271.SZ,东方雨虹,2008,,20221028,25.88,1.154,1.04,20.4961,101.0%,44.0%,22.73,13.36~47.54,8.23~45.21,,2.25,0.27,20.63,51.15,,,
53,300571.SZ,平治信息,2016,,20221028,28.58,0.3849,0.77,21.4145,114.5%,50.0%,32.07,13.92~34.98,7.75~54.25,修正标准差,2.25,0.22,14.21,56.17,,,
54,600809.SH,山西汾酒,1994,长期,20221028,234.63,0.7672,0.36,37.9506,116.5%,36.0%,30.23,26.35~109.77,13.11~99.03,,1.75,0.85,37.42,47.02,,,
55,603848.SH,好太太,2017,,20221028,11.89,2.1026,1.93,18.7622,128.5%,58.0%,20.09,14.18~25.24,5.77~44.05,,2.0,0.23,34.0,21.27,,,
56,603605.SH,珀莱雅,2017,,20221028,166.46,0.3663,0.35,66.7404,138.5%,69.5%,20.52,51.44~92.92,19.15~97.37,,2.0,0.58,30.36,35.45,,,
57,603868.SH,飞科电器,2016,,20221028,85.81,1.1654,1.4,42.4805,152.5%,97.0%,28.59,18.51~44.29,15.37~42.83,,1.75,1.2,71.06,27.71,,,
58,300482.SZ,万孚生物,2015,,20221028,29.55,1.0109,1.18,10.5331,165.5%,13.5%,21.49,9.96~69.76,2.47~84.23,修正标准差,2.25,0.35,27.39,24.92,,,
59,603638.SH,艾迪精密,2017,,20221028,13.94,0.8623,1.29,45.9237,167.0%,51.0%,21.72,22.65~92.67,13.83~85.71,,2.25,0.18,23.53,29.89,,,
60,002901.SZ,大博医疗,2017,,20221028,40.17,1.2447,1.39,38.7695,188.5%,49.5%,30.19,11.6~81.36,15.89~74.15,,1.75,0.56,48.95,17.49,,,
61,600690.SH,海尔智家,1993,,20221028,21.3,2.1373,1.78,14.2042,228.0%,39.5%,19.31,4.79~37.81,3.94~33.2,,2.0,0.38,34.95,66.12,,,
62,300595.SZ,欧普康视,2017,,20221028,31.3,0.4441,0.51,45.3931,291.0%,26.5%,26.56,29.37~176.15,7.22~158.76,,2.0,0.16,19.24,11.79,,,
63,300450.SZ,先导智能,2015,,20221028,48.12,1.0378,0.6,33.5408,1428.0%,25.5%,21.81,15.67~135.17,1.18~123.74,,2.25,0.29,31.15,57.7,,,
64,600763.SH,通策医疗,1996,,20221028,121.72,,0.07,65.2773,1715.0%,32.0%,20.27,17.01~214.85,2.01~187.97,,2.0,0.08,17.52,34.43,,,
65,600309.SH,万华化学,2001,长期,20221028,82.2,3.0414,2.09,13.7902,3850.5%,37.0%,35.67,2.14~38.92,0.19~34.59,,1.75,1.72,41.66,56.12,,,
