,证券代码,证券简称,上市年份,跟踪时间,日期,收盘价,股息率,五年股息率,PE_TTM,距离买点%,距离卖点%,五年ROE,三年估值范围,五年估值范围,数据修正,标准差倍数,五年平均每股分红,五年平均分红率,五年平均负债率,买入日期,买入价格,买入PE
10,002032.SZ,苏泊尔,2004,,20230309,56.31,5.639,1.86,22.0226,26.0%,58.5%,28.57,16.0~36.8,19.09~37.53,,1.5,1.05,45.55,42.99,,,
11,000333.SZ,美的集团,2013,长期,20230309,52.7,3.1667,2.81,12.4619,26.5%,49.5%,25.21,9.37~25.75,10.25~24.07,,1.75,1.48,43.94,65.34,,,
12,600519.SH,贵州茅台,2001,长期,20230309,1770.02,2.4624,0.94,37.3109,28.0%,66.5%,32.37,34.38~56.96,25.19~54.29,,1.5,16.71,51.72,24.38,,,
13,600885.SH,宏发股份,1996,,20230309,34.56,0.8867,1.01,29.7796,29.5%,52.5%,16.79,27.09~57.47,19.74~54.2,,1.75,0.35,30.75,33.39,,,
14,000049.SZ,德赛电池,1995,,20230309,43.56,1.727,1.35,14.3603,33.5%,55.0%,25.27,10.45~26.53,10.98~25.26,,2.0,0.59,23.65,70.97,,,
15,002884.SZ,凌霄泵业,2017,,20230309,16.34,6.12,6.85,12.4226,35.5%,52.5%,20.71,10.41~23.69,8.13~23.25,,2.0,1.12,74.54,8.45,,,
16,600298.SH,安琪酵母,2000,长期,20230309,38.78,1.2355,1.08,28.3738,40.5%,63.0%,21.99,21.22~46.12,19.16~43.5,,2.0,0.42,34.31,46.8,,,
17,002508.SZ,老板电器,2010,,20230309,29.22,1.7023,2.09,22.6782,44.5%,91.0%,24.01,16.71~24.99,14.68~24.52,,1.5,0.61,39.35,34.91,,,
18,300357.SZ,我武生物,2014,,20230309,52.09,0.3859,0.46,69.822,45.0%,54.5%,24.02,55.04~131.82,42.55~120.63,,1.5,0.24,31.29,5.72,,,
19,603899.SH,晨光股份,2015,长期,20230309,50.49,1.1894,0.81,35.0319,50.5%,51.5%,26.23,22.15~70.29,24.49~63.87,,1.75,0.41,35.76,39.98,,,
20,300529.SZ,健帆生物,2016,,20230309,31.07,2.857,2.19,20.7886,52.5%,22.0%,30.4,10.2~95.64,20.35~88.41,,1.75,0.68,60.1,17.78,20230202.0,34.897,23.21
21,600600.SH,青岛啤酒,1993,长期,20230309,112.0,0.9823,0.59,40.0861,54.5%,62.0%,10.23,27.37~65.91,24.53~62.11,,2.0,0.66,44.87,46.37,,,
22,600085.SH,同仁堂,1997,长期,20230309,49.42,0.5868,0.75,51.7294,58.5%,95.5%,11.77,34.92~54.2,30.6~53.36,,1.75,0.37,48.2,30.18,,,
23,600612.SH,老凤祥,1992,,20230309,51.3,2.8265,2.34,15.7827,59.0%,74.5%,21.21,9.42~20.32,10.43~21.65,,2.0,1.2,45.31,51.38,,,
24,300015.SZ,爱尔眼科,2009,长期,20230309,30.12,0.3001,0.6,80.7488,60.5%,45.5%,20.49,54.95~185.81,46.02~166.64,,1.75,0.18,41.94,39.14,,,
25,603866.SH,桃李面包,2015,,20230309,16.56,2.588,5.31,34.0696,61.0%,63.0%,18.9,19.28~53.52,23.28~53.74,,2.0,0.88,78.95,16.76,,,
26,000538.SZ,云南白药,1993,长期,20230309,54.54,2.0947,4.4,36.8704,64.0%,94.0%,14.5,22.93~39.77,21.91~38.31,,1.75,2.4,73.32,29.85,,,
27,601318.SH,中国平安,2007,长期,20230309,46.64,5.106,2.85,8.8404,64.0%,63.0%,18.87,5.16~13.2,5.62~14.66,,2.25,1.33,19.94,89.53,,,
28,002304.SZ,洋河股份,2009,,20230309,166.31,1.8032,1.77,26.7564,65.0%,63.5%,21.82,19.11~43.17,14.07~40.31,,1.75,2.95,59.95,32.33,,,
29,600436.SH,片仔癀,2003,长期,20230309,300.0,0.4033,0.26,73.3058,65.0%,60.5%,24.1,53.36~126.32,37.9~114.88,,1.5,0.79,31.76,20.16,,,
30,002415.SZ,海康威视,2010,,20230309,38.32,2.366,1.83,27.9738,65.5%,70.5%,30.75,16.23~40.51,17.49~38.81,,1.5,0.7,51.53,39.23,,,
31,603833.SH,欧派家居,2017,,20230309,129.77,1.3485,0.89,31.0901,73.0%,66.0%,22.46,18.82~47.08,17.09~46.71,,2.0,1.16,30.31,35.64,,,
32,002867.SZ,周大生,2017,,20230309,15.95,3.1053,3.13,15.2076,73.5%,58.5%,21.77,8.22~25.18,9.33~26.29,,2.0,0.5,38.02,21.25,,,
33,002916.SZ,深南电路,2017,,20230309,79.65,1.1927,1.08,24.9721,74.0%,39.0%,21.79,12.54~61.74,16.7~64.56,,2.25,0.86,31.74,53.79,,,
34,603369.SH,今世缘,2014,,20230309,61.0,0.9613,0.67,31.7293,78.5%,68.5%,20.74,20.08~47.62,15.88~44.26,,1.75,0.41,35.75,30.0,,,
35,603360.SH,百傲化学,2017,,20230309,18.48,,3.08,11.2236,79.5%,42.5%,23.28,9.29~20.91,4.68~34.9,,2.0,0.57,64.62,18.77,,,
36,002236.SZ,大华股份,2008,,20230309,15.69,1.6989,1.21,17.8076,84.5%,74.0%,21.5,10.75~21.71,8.69~26.69,,2.25,0.19,18.56,47.45,,,
37,000858.SZ,五粮液,1998,长期,20230309,198.0,1.5268,1.09,29.5157,86.0%,52.5%,23.54,18.16~58.64,14.04~53.34,,1.75,2.16,50.18,24.79,,,
38,603707.SH,健友股份,2017,,20230309,16.89,0.6832,1.07,24.3504,92.0%,32.5%,21.5,12.2~73.98,13.16~72.38,,2.25,0.18,22.01,35.86,,,
39,603387.SH,基蛋生物,2017,,20230309,13.73,1.7688,2.84,11.2115,92.5%,28.0%,21.38,5.52~37.0,6.13~43.03,,2.0,0.39,30.7,18.17,20230217.0,13.253,10.88
40,000661.SZ,长春高新,1996,长期,20230309,193.45,0.411,0.43,19.213,96.5%,25.0%,24.93,10.47~73.27,9.12~79.54,修正标准差,1.75,0.84,12.95,28.62,,,
41,603589.SH,口子窖,2015,,20230309,72.46,2.0593,1.78,24.4459,96.5%,74.5%,23.49,12.3~33.14,12.51~32.11,,2.0,1.29,51.89,28.32,,,
42,601155.SH,新城控股,2015,,20230309,18.08,,7.08,4.0526,100.5%,43.5%,33.68,2.73~7.73,1.6~11.4,,2.25,1.28,28.97,85.18,,,
43,603043.SH,广州酒家,2017,,20230309,28.4,1.4046,1.3,31.8056,108.5%,72.5%,21.02,14.17~45.37,16.41~42.19,,2.0,0.37,38.18,26.29,,,
44,603605.SH,珀莱雅,2017,,20230309,188.28,0.3238,0.31,75.489,115.0%,80.0%,20.52,55.98~91.08,25.46~96.64,,2.0,0.58,30.36,35.45,,,
45,603868.SH,飞科电器,2016,,20230309,79.46,1.2585,1.51,39.337,116.0%,89.5%,28.59,21.8~44.72,15.55~42.37,,1.75,1.2,71.06,27.71,,,
46,600276.SH,恒瑞医药,2000,长期,20230309,41.73,0.3834,0.46,76.1341,116.5%,74.5%,21.4,31.98~103.06,38.89~99.07,,2.0,0.19,17.99,10.67,20210810.0,57.559,56.74
47,603848.SH,好太太,2017,,20230309,16.15,1.548,1.42,25.4844,119.5%,84.5%,20.09,14.0~25.36,9.89~36.55,,2.0,0.23,34.0,21.27,,,
48,300726.SZ,宏达电子,2017,,20230309,44.44,1.3501,0.63,21.8158,126.5%,28.5%,20.73,8.04~76.2,11.98~72.94,,2.25,0.28,29.87,12.76,,,
49,603338.SH,浙江鼎力,2015,长期,20230309,59.85,0.5681,0.57,29.3929,131.5%,42.0%,19.68,10.68~72.8,15.62~66.18,,2.25,0.34,19.81,31.38,20230130.0,51.596,
50,300638.SZ,广和通,2017,,20230309,21.75,0.603,1.2,37.747,133.5%,42.0%,20.09,15.21~85.63,17.22~92.2,,2.5,0.26,26.93,46.39,,,
51,600809.SH,山西汾酒,1994,长期,20230309,263.49,0.6831,0.32,42.6186,146.0%,40.5%,30.23,27.76~109.3,12.56~98.62,,1.75,0.85,37.42,47.02,,,
52,002271.SZ,东方雨虹,2008,,20230309,34.0,0.8788,0.79,26.9129,150.0%,58.0%,22.73,16.05~46.47,8.08~45.0,,2.25,0.27,20.63,51.15,,,
53,603444.SH,吉比特,2017,,20230309,367.0,8.1744,2.49,20.6908,153.0%,49.5%,29.83,8.54~43.4,7.82~39.1,,1.75,9.12,67.13,23.01,,,
54,002833.SZ,弘亚数控,2016,,20230309,17.23,2.1557,2.9,15.3729,153.0%,43.0%,24.75,5.23~36.53,7.2~34.26,,2.0,0.5,27.21,23.72,,,
55,300450.SZ,先导智能,2015,,20230309,42.01,1.1884,0.69,29.2922,166.0%,24.0%,21.81,8.68~138.38,15.01~105.05,修正标准差,2.25,0.29,31.15,57.7,,,
56,603180.SH,金牌厨柜,2017,,20230309,39.74,2.6695,2.34,17.7992,176.5%,56.5%,21.88,8.25~27.17,5.26~36.8,修正标准差,2.25,0.93,32.75,48.19,,,
57,300630.SZ,普利制药,2017,,20230309,26.86,0.7121,0.71,24.3217,198.5%,27.5%,23.04,11.58~74.82,6.28~103.72,,2.25,0.19,20.24,30.0,,,
58,002901.SZ,大博医疗,2017,,20230309,39.75,1.2673,1.41,38.0772,227.0%,50.0%,30.19,9.49~78.25,15.04~72.38,,1.75,0.56,48.95,17.49,,,
59,603638.SH,艾迪精密,2017,,20230309,18.46,0.6511,0.98,63.3202,229.5%,70.5%,21.72,28.23~91.41,14.55~86.81,,2.25,0.18,23.53,29.89,,,
60,600690.SH,海尔智家,1993,,20230309,24.15,1.885,1.57,15.4166,237.5%,43.5%,19.31,5.72~37.54,3.79~33.15,,2.0,0.38,34.95,66.12,,,
61,000651.SZ,格力电器,1996,长期,20230309,36.62,10.7767,5.63,8.017,288.5%,35.0%,23.67,1.55~24.13,3.08~21.6,,2.0,2.06,46.15,61.2,,,
62,300595.SZ,欧普康视,2017,,20230309,32.9,0.4225,0.49,47.7132,317.5%,28.0%,26.56,19.95~179.25,8.0~158.52,,2.0,0.16,19.24,11.79,,,
63,300571.SZ,平治信息,2016,,20230309,36.19,0.304,0.61,27.1166,655.5%,64.0%,32.07,13.9~34.24,2.06~55.3,,2.25,0.22,14.21,56.17,,,
64,600763.SH,通策医疗,1996,,20230309,138.3,,0.06,74.169,736.5%,36.5%,20.27,18.55~214.45,5.82~187.56,,2.0,0.08,17.52,34.43,,,
65,600309.SH,万华化学,2001,长期,20230309,99.09,2.523,1.74,19.1583,1706.5%,52.5%,35.67,2.01~38.91,0.72~34.08,,1.75,1.72,41.66,56.12,,,
