,证券代码,证券简称,上市年份,跟踪时间,日期,收盘价,股息率,五年股息率,PE_TTM,距离买点%,距离卖点%,五年ROE,三年估值范围,五年估值范围,数据修正,标准差倍数,五年平均每股分红,五年平均分红率,五年平均负债率,买入日期,买入价格,买入PE
16,002841.SZ,视源股份,2017,,20230428,65.99,1.2964,1.15,22.591,34.5%,41.0%,32.54,15.46~51.44,18.31~57.21,,2.0,0.76,34.38,47.02,20230209.0,64.33,21.91
17,000333.SZ,美的集团,2013,长期,20230428,56.78,2.929,2.61,13.4746,40.5%,54.0%,25.21,9.13~25.79,10.01~23.87,,1.75,1.48,43.94,65.34,,,
18,603866.SH,桃李面包,2015,,20230428,11.46,2.9087,7.68,29.528,41.0%,55.5%,18.9,19.07~52.35,22.9~53.42,,2.0,0.88,78.95,16.76,,,
19,603899.SH,晨光股份,2015,长期,20230428,46.35,1.2956,0.88,32.0526,41.5%,47.5%,26.23,21.29~70.23,24.04~63.8,,1.75,0.41,35.76,39.98,,,
20,600436.SH,片仔癀,2003,长期,20230428,271.93,0.445,0.29,64.2683,42.0%,53.0%,24.1,54.99~125.87,38.08~114.86,,1.5,0.79,31.76,20.16,,,
21,002884.SZ,凌霄泵业,2017,,20230428,15.36,6.5104,7.29,13.0209,43.0%,55.5%,20.71,10.29~23.71,8.09~22.79,,2.0,1.12,74.54,8.45,,,
22,603833.SH,欧派家居,2017,,20230428,115.15,1.5198,1.01,27.1066,46.0%,58.0%,22.46,19.54~46.88,17.59~45.25,,2.0,1.16,30.31,35.64,,,
23,603605.SH,珀莱雅,2017,,20230428,167.9,0.3631,0.35,54.9047,48.0%,58.5%,20.52,56.08~91.2,27.71~96.27,,2.0,0.58,30.36,35.45,,,
24,600600.SH,青岛啤酒,1993,长期,20230428,116.8,0.9419,0.57,39.4838,49.0%,61.5%,10.23,28.7~65.44,24.45~61.93,,2.0,0.66,44.87,46.37,,,
25,300357.SZ,我武生物,2014,,20230428,46.3,0.4341,0.52,74.0175,53.5%,58.5%,24.02,53.81~131.83,43.4~120.46,,1.5,0.24,31.29,5.72,,,
26,300015.SZ,爱尔眼科,2009,长期,20230428,29.46,0.3068,0.61,78.458,59.0%,44.5%,20.49,53.62~185.96,45.57~166.55,,1.75,0.18,41.94,39.14,,,
27,000858.SZ,五粮液,1998,长期,20230428,169.0,1.7888,1.28,25.1927,60.0%,44.5%,23.54,18.06~58.66,13.9~53.28,,1.75,2.16,50.18,24.79,,,
28,603360.SH,百傲化学,2017,,20230428,14.8,,3.85,8.9886,61.0%,34.5%,23.28,8.68~20.88,4.1~34.52,,2.0,0.57,64.62,18.77,,,
29,002415.SZ,海康威视,2010,,20230428,37.75,2.4017,1.85,28.5892,65.5%,72.0%,30.75,16.77~40.79,17.65~38.19,,1.5,0.7,51.53,39.23,,,
30,600085.SH,同仁堂,1997,长期,20230428,58.16,0.4986,0.64,55.9434,67.5%,102.5%,11.77,36.6~54.44,30.45~53.85,,1.75,0.37,48.2,30.18,,,
31,601318.SH,中国平安,2007,长期,20230428,51.8,4.5974,2.57,9.3322,69.5%,67.5%,18.87,5.2~13.26,5.8~14.26,,2.25,1.33,19.94,89.53,,,
32,603369.SH,今世缘,2014,,20230428,59.8,0.9806,0.69,31.1051,70.0%,67.5%,20.74,20.72~47.56,16.34~44.34,,1.75,0.41,35.75,30.0,,,
33,603338.SH,浙江鼎力,2015,长期,20230428,51.09,0.6655,0.67,18.7323,71.0%,26.5%,19.68,8.8~73.12,14.39~66.37,,2.25,0.34,19.81,31.38,20230130.0,51.596,
34,603589.SH,口子窖,2015,,20230428,60.11,2.4824,2.15,22.5343,74.0%,69.0%,23.49,13.29~32.87,12.52~31.82,,2.0,1.29,51.89,28.32,,,
35,600612.SH,老凤祥,1992,,20230428,67.32,2.1539,1.78,17.5229,76.5%,83.0%,21.21,9.42~20.56,10.46~21.56,,2.0,1.2,45.31,51.38,,,
36,002867.SZ,周大生,2017,,20230428,16.92,2.9273,2.96,16.1325,80.0%,63.5%,21.77,8.39~25.17,9.55~25.43,,2.0,0.5,38.02,21.25,,,
37,603707.SH,健友股份,2017,,20230428,14.5,0.7958,1.24,21.4511,83.5%,29.5%,21.5,11.6~70.16,11.72~72.68,,2.25,0.18,22.01,35.86,,,
38,600809.SH,山西汾酒,1994,长期,20230428,248.46,0.7245,0.34,32.9299,93.0%,31.5%,30.23,28.06~109.2,12.22~98.48,,1.75,0.85,37.42,47.02,,,
39,002916.SZ,深南电路,2017,,20230428,82.26,1.1549,1.05,28.158,93.0%,45.5%,21.79,13.41~57.89,15.89~64.29,,2.25,0.86,31.74,53.79,,,
40,603868.SH,飞科电器,2016,,20230428,77.59,1.2888,1.55,37.2834,99.0%,84.5%,28.59,23.54~44.7,15.52~42.9,,1.75,1.2,71.06,27.71,,,
41,000661.SZ,长春高新,1996,长期,20230428,162.91,1.1018,0.52,17.0857,101.0%,22.5%,24.93,9.9~69.3,7.41~79.55,修正标准差,1.75,0.84,12.95,28.62,,,
42,603848.SH,好太太,2017,,20230428,13.88,1.8012,1.66,25.1209,110.5%,84.0%,20.09,13.97~25.73,10.35~35.35,,2.0,0.23,34.0,21.27,,,
43,603043.SH,广州酒家,2017,,20230428,30.69,1.2998,1.21,32.4988,110.5%,73.5%,21.02,14.3~45.5,16.71~42.29,,2.0,0.37,38.18,26.29,,,
44,600276.SH,恒瑞医药,2000,长期,20230428,48.65,0.3288,0.39,79.4017,126.0%,77.5%,21.4,31.92~103.44,38.9~99.26,,2.0,0.19,17.99,10.67,20210810.0,57.559,56.74
45,002833.SZ,弘亚数控,2016,,20230428,16.6,2.2375,3.01,14.8108,147.0%,42.0%,24.75,5.16~36.54,7.13~33.45,,2.0,0.5,27.21,23.72,,,
46,300638.SZ,广和通,2017,,20230428,25.1,0.5225,1.04,39.5949,158.0%,44.5%,20.09,14.18~85.26,16.69~90.93,,2.5,0.26,26.93,46.39,,,
47,300726.SZ,宏达电子,2017,,20230428,41.15,1.4581,0.68,20.6396,159.0%,27.0%,20.73,6.17~76.79,11.21~71.39,,2.25,0.28,29.87,12.76,,,
48,300529.SZ,健帆生物,2016,,20230428,28.8,3.0822,2.36,30.9806,191.5%,33.5%,30.4,7.45~93.83,18.42~88.54,,1.75,0.68,60.1,17.78,20230202.0,34.897,23.21
49,603638.SH,艾迪精密,2017,,20230428,17.0,0.7071,1.06,58.3123,195.0%,64.5%,21.72,29.69~91.23,14.79~87.23,,2.25,0.18,23.53,29.89,,,
50,300482.SZ,万孚生物,2015,,20230428,30.1,0.9924,1.16,26.9138,206.0%,43.5%,21.49,8.13~56.93,9.54~66.78,修正标准差,2.25,0.35,27.39,24.92,,,
51,600690.SH,海尔智家,1993,,20230428,23.7,1.9208,1.6,14.7632,212.5%,41.5%,19.31,6.33~37.31,3.76~33.12,,2.0,0.38,34.95,66.12,,,
52,002271.SZ,东方雨虹,2008,,20230428,29.67,1.0071,0.91,34.1417,216.5%,74.0%,22.73,16.32~46.58,8.04~45.14,,2.25,0.27,20.63,51.15,,,
53,300450.SZ,先导智能,2015,,20230428,38.25,1.3052,0.76,23.6357,217.0%,19.0%,21.81,4.97~140.11,14.8~103.56,修正标准差,2.25,0.29,31.15,57.7,,,
54,603180.SH,金牌厨柜,2017,,20230428,35.45,2.9926,2.62,19.5645,220.5%,63.5%,21.88,8.29~27.49,4.83~34.81,,2.25,0.93,32.75,48.19,,,
55,300630.SZ,普利制药,2017,,20230428,21.12,0.9057,0.9,23.1977,224.5%,27.0%,23.04,9.93~72.89,5.57~100.45,,2.25,0.19,20.24,30.0,,,
56,603444.SH,吉比特,2017,,20230428,523.89,5.7214,1.74,26.5788,225.0%,64.5%,29.83,8.32~42.86,8.02~39.2,,1.75,9.12,67.13,23.01,,,
57,002901.SZ,大博医疗,2017,,20230428,39.0,1.2917,1.44,37.3588,235.0%,49.5%,30.19,8.96~76.38,14.68~71.9,,1.75,0.56,48.95,17.49,,,
58,603387.SH,基蛋生物,2017,,20230428,14.24,1.7055,2.74,17.9776,243.5%,46.0%,21.38,4.64~36.64,5.98~41.54,,2.0,0.39,30.7,18.17,20230217.0,13.253,10.88
59,002236.SZ,大华股份,2008,,20230428,23.47,1.0357,0.81,31.6815,247.5%,125.5%,21.5,9.12~24.34,9.1~26.12,,2.25,0.19,18.56,47.45,,,
60,300595.SZ,欧普康视,2017,,20230428,32.37,0.4294,0.49,44.6411,329.5%,26.0%,26.56,16.07~180.33,7.66~158.5,,2.0,0.16,19.24,11.79,,,
61,000651.SZ,格力电器,1996,长期,20230428,39.34,7.5324,5.24,8.6125,412.0%,37.5%,23.67,1.19~24.09,2.86~21.48,,2.0,2.06,46.15,61.2,,,
62,600763.SH,通策医疗,1996,,20230428,119.2,,0.07,69.397,669.5%,34.5%,20.27,17.23~214.65,6.1~187.38,,2.0,0.08,17.52,34.43,,,
63,600309.SH,万华化学,2001,长期,20230428,92.18,2.7121,1.87,19.4076,1258.0%,53.0%,35.67,2.44~38.98,1.01~33.89,,1.75,1.72,41.66,56.12,,,
64,601155.SH,新城控股,2015,,20230428,14.87,,8.61,24.0639,1468.5%,223.5%,33.68,1.43~10.03,1.65~11.55,修正标准差,2.25,1.28,28.97,85.18,,,
65,300571.SZ,平治信息,2016,,20230428,34.72,0.3168,0.63,181.3387,4096.0%,388.5%,32.07,7.53~41.73,3.03~52.83,,2.25,0.22,14.21,56.17,,,
