,证券代码,证券简称,上市年份,跟踪时间,日期,收盘价,股息率,五年股息率,PE_TTM,距离买点%,距离卖点%,五年ROE,三年估值范围,五年估值范围,数据修正,标准差倍数,五年平均每股分红,五年平均分红率,五年平均负债率,买入日期,买入价格,买入PE
37,603605.SH,珀莱雅,2017,,20230410,173.89,0.3506,0.33,69.7196,90.5%,74.0%,20.52,56.66~90.92,27.01~96.49,,2.0,0.58,30.36,35.45,,,
38,002415.SZ,海康威视,2010,,20230410,45.05,2.0126,1.55,32.8868,92.0%,82.5%,30.75,16.57~40.67,17.62~38.34,,1.5,0.7,51.53,39.23,,,
39,002916.SZ,深南电路,2017,,20230410,91.3,1.0405,0.94,28.557,97.5%,46.0%,21.79,13.01~59.45,16.19~64.39,,2.25,0.86,31.74,53.79,,,
40,603848.SH,好太太,2017,,20230410,14.7,1.7007,1.56,23.1963,98.0%,77.0%,20.09,13.97~25.61,10.07~35.97,,2.0,0.23,34.0,21.27,,,
41,603707.SH,健友股份,2017,,20230410,16.53,0.698,1.09,23.8313,100.5%,32.0%,21.5,11.45~72.29,12.29~72.55,,2.25,0.18,22.01,35.86,,,
42,603043.SH,广州酒家,2017,,20230410,30.3,1.3165,1.22,33.1176,115.5%,75.0%,21.02,14.29~45.49,16.55~42.27,,2.0,0.37,38.18,26.29,,,
43,603868.SH,飞科电器,2016,,20230410,82.62,1.2104,1.45,40.9013,120.5%,93.0%,28.59,22.88~44.72,15.5~42.68,,1.75,1.2,71.06,27.71,,,
44,600809.SH,山西汾酒,1994,长期,20230410,244.11,0.7374,0.35,39.484,129.0%,38.0%,30.23,28.23~109.13,12.36~98.54,,1.75,0.85,37.42,47.02,,,
45,600276.SH,恒瑞医药,2000,长期,20230410,46.27,0.3457,0.41,84.4171,139.5%,83.0%,21.4,31.99~103.19,38.91~98.97,,2.0,0.19,17.99,10.67,20210810.0,57.559,56.74
46,300529.SZ,健帆生物,2016,,20230410,31.92,2.7809,2.13,28.9838,151.0%,31.0%,30.4,8.27~94.91,19.05~88.59,,1.75,0.68,60.1,17.78,20230202.0,34.897,23.21
47,603387.SH,基蛋生物,2017,,20230410,13.5,1.7989,2.89,13.8941,158.5%,34.5%,21.38,4.89~36.89,5.94~42.2,,2.0,0.39,30.7,18.17,20230217.0,13.253,10.88
48,002271.SZ,东方雨虹,2008,,20230410,35.6,0.8393,0.76,28.1794,160.5%,61.0%,22.73,16.3~46.38,8.06~44.92,,2.25,0.27,20.63,51.15,,,
49,002833.SZ,弘亚数控,2016,,20230410,17.9,2.075,2.79,15.9707,164.0%,45.0%,24.75,5.21~36.53,7.17~33.75,,2.0,0.5,27.21,23.72,,,
50,300726.SZ,宏达电子,2017,,20230410,47.59,1.2608,0.59,23.0119,165.0%,31.0%,20.73,6.92~76.54,11.59~71.91,,2.25,0.28,29.87,12.76,,,
51,300638.SZ,广和通,2017,,20230410,25.3,0.5184,1.03,43.908,181.5%,49.0%,20.09,14.52~85.48,16.82~91.48,,2.5,0.26,26.93,46.39,,,
52,603638.SH,艾迪精密,2017,,20230410,16.95,0.7091,1.06,58.1407,197.0%,64.5%,21.72,29.44~91.24,14.64~87.14,,2.25,0.18,23.53,29.89,,,
53,300450.SZ,先导智能,2015,,20230410,39.41,1.2668,0.74,27.4793,203.5%,22.5%,21.81,6.49~139.39,14.87~104.11,修正标准差,2.25,0.29,31.15,57.7,,,
54,002236.SZ,大华股份,2008,,20230410,26.38,1.0105,0.72,29.9404,209.5%,123.0%,21.5,10.09~22.83,9.25~25.89,,2.25,0.19,18.56,47.45,,,
55,600690.SH,海尔智家,1993,,20230410,22.55,2.0188,1.69,14.4805,211.0%,40.5%,19.31,6.1~37.4,3.76~33.14,,2.0,0.38,34.95,66.12,,,
56,002901.SZ,大博医疗,2017,,20230410,37.22,1.3535,1.5,35.6537,216.5%,47.5%,30.19,9.06~77.46,14.81~72.13,,1.75,0.56,48.95,17.49,,,
57,603444.SH,吉比特,2017,,20230410,536.89,5.5877,1.7,26.412,224.5%,64.0%,29.83,8.36~43.06,7.9~39.14,,1.75,9.12,67.13,23.01,,,
58,300630.SZ,普利制药,2017,,20230410,29.46,0.6493,0.64,26.676,254.5%,31.0%,23.04,10.43~74.01,5.87~101.71,,2.25,0.19,20.24,30.0,,,
59,300595.SZ,欧普康视,2017,,20230410,34.0,0.4088,0.47,48.7772,345.0%,28.5%,26.56,17.9~179.92,7.89~158.51,,2.0,0.16,19.24,11.79,,,
60,000651.SZ,格力电器,1996,长期,20230410,37.75,7.8496,5.46,8.2644,352.0%,36.0%,23.67,1.33~24.13,2.92~21.52,,2.0,2.06,46.15,61.2,,,
61,300571.SZ,平治信息,2016,,20230410,45.22,0.2433,0.49,33.8826,437.0%,81.0%,32.07,13.65~34.89,4.1~52.04,,2.25,0.22,14.21,56.17,,,
62,603180.SH,金牌厨柜,2017,,20230410,41.01,2.5868,2.27,22.9749,470.0%,72.0%,21.88,8.27~27.35,2.66~37.74,,2.25,0.93,32.75,48.19,,,
63,600763.SH,通策医疗,1996,,20230410,129.98,,0.06,69.7071,670.5%,34.5%,20.27,18.42~214.48,5.99~187.49,,2.0,0.08,17.52,34.43,,,
64,600309.SH,万华化学,2001,长期,20230410,93.6,2.6709,1.84,18.1032,1304.0%,49.5%,35.67,2.27~38.95,0.9~33.96,,1.75,1.72,41.66,56.12,,,
65,601155.SH,新城控股,2015,,20230410,17.6,,7.27,28.4819,4062.5%,260.0%,33.68,0.52~10.14,1.0~11.86,,2.25,1.28,28.97,85.18,,,
