,证券代码,证券简称,上市年份,跟踪时间,日期,收盘价,股息率,五年股息率,PE_TTM,距离买点%,距离卖点%,五年ROE,三年估值范围,五年估值范围,数据修正,标准差倍数,五年平均每股分红,五年平均分红率,五年平均负债率,买入日期,买入价格,买入PE
15,002508.SZ,老板电器,2010,,20230418,28.38,1.7527,2.15,22.0263,38.5%,89.0%,24.01,17.09~25.01,14.7~24.46,,1.5,0.61,39.35,34.91,,,
16,000333.SZ,美的集团,2013,长期,20230418,56.78,2.9392,2.61,13.4267,39.5%,54.0%,25.21,9.18~25.78,10.04~23.9,,1.75,1.48,43.94,65.34,,,
17,002841.SZ,视源股份,2017,,20230418,71.54,1.1958,1.06,24.243,42.0%,44.5%,32.54,15.69~51.39,18.54~57.3,,2.0,0.76,34.38,47.02,20230209.0,64.33,21.91
18,600436.SH,片仔癀,2003,长期,20230418,275.08,0.4399,0.29,65.0128,44.0%,53.5%,24.1,54.86~125.92,38.08~114.92,,1.5,0.79,31.76,20.16,,,
19,000538.SZ,云南白药,1993,长期,20230418,55.47,2.0596,4.33,33.2115,46.0%,84.5%,14.5,23.51~39.93,21.88~38.46,,1.75,2.4,73.32,29.85,,,
20,002304.SZ,洋河股份,2009,,20230418,152.24,1.9699,1.94,24.4928,47.0%,58.5%,21.82,20.17~42.73,14.11~40.31,,1.75,2.95,59.95,32.33,,,
21,603899.SH,晨光股份,2015,长期,20230418,46.8,1.2832,0.88,33.8261,48.0%,50.5%,26.23,21.57~70.25,24.15~63.81,,1.75,0.41,35.76,39.98,,,
22,603866.SH,桃李面包,2015,,20230418,14.48,2.9597,6.08,31.0912,48.5%,58.5%,18.9,19.17~52.59,23.0~53.52,,2.0,0.88,78.95,16.76,,,
23,002884.SZ,凌霄泵业,2017,,20230418,16.02,6.2422,6.99,13.5804,49.0%,58.0%,20.71,10.3~23.7,8.09~22.89,,2.0,1.12,74.54,8.45,,,
24,603589.SH,口子窖,2015,,20230418,59.67,2.5007,2.16,20.1309,56.5%,62.0%,23.49,13.13~32.93,12.52~31.88,,2.0,1.29,51.89,28.32,,,
25,600085.SH,同仁堂,1997,长期,20230418,55.0,0.5273,0.67,52.9038,59.0%,97.5%,11.77,36.36~54.26,30.5~53.68,,1.75,0.37,48.2,30.18,,,
26,603360.SH,百傲化学,2017,,20230418,15.23,,3.74,9.2498,60.5%,35.0%,23.28,8.87~20.85,4.26~34.58,,2.0,0.57,64.62,18.77,,,
27,603605.SH,珀莱雅,2017,,20230418,172.5,0.3535,0.34,59.8327,61.5%,63.5%,20.52,56.68~90.92,27.39~96.41,,2.0,0.58,30.36,35.45,,,
28,600600.SH,青岛啤酒,1993,长期,20230418,117.68,0.9349,0.56,43.2657,63.5%,67.5%,10.23,28.55~65.49,24.46~61.96,,2.0,0.66,44.87,46.37,,,
29,603833.SH,欧派家居,2017,,20230418,128.56,1.3612,0.9,30.8002,66.0%,66.0%,22.46,19.5~46.9,17.57~45.45,,2.0,1.16,30.31,35.64,,,
30,300015.SZ,爱尔眼科,2009,长期,20230418,31.02,0.2914,0.58,83.1616,67.0%,46.5%,20.49,54.26~185.96,45.73~166.61,,1.75,0.18,41.94,39.14,,,
31,000858.SZ,五粮液,1998,长期,20230418,178.32,1.6953,1.21,26.582,68.0%,47.0%,23.54,18.19~58.63,13.94~53.3,,1.75,2.16,50.18,24.79,,,
32,002867.SZ,周大生,2017,,20230418,16.25,3.048,3.08,15.4936,73.5%,60.5%,21.77,8.35~25.17,9.53~25.55,,2.0,0.5,38.02,21.25,,,
33,603369.SH,今世缘,2014,,20230418,61.49,0.9536,0.67,31.9842,75.0%,69.5%,20.74,20.65~47.57,16.24~44.34,,1.75,0.41,35.75,30.0,,,
34,603338.SH,浙江鼎力,2015,长期,20230418,53.36,0.6372,0.64,21.4905,86.5%,30.5%,19.68,9.41~72.99,14.76~66.26,,2.25,0.34,19.81,31.38,20230130.0,51.596,
35,600612.SH,老凤祥,1992,,20230418,60.37,2.4019,1.99,18.5731,86.5%,88.0%,21.21,9.43~20.47,10.45~21.55,,2.0,1.2,45.31,51.38,,,
36,002916.SZ,深南电路,2017,,20230418,88.26,1.0764,0.97,27.6061,91.0%,44.0%,21.79,13.14~58.82,16.05~64.31,,2.25,0.86,31.74,53.79,,,
37,002415.SZ,海康威视,2010,,20230418,43.54,2.0824,1.61,32.9741,92.0%,83.0%,30.75,16.66~40.74,17.63~38.27,,1.5,0.7,51.53,39.23,,,
38,603848.SH,好太太,2017,,20230418,14.47,1.7277,1.59,22.8334,93.0%,76.5%,20.09,13.97~25.65,10.22~35.66,,2.0,0.23,34.0,21.27,,,
39,601318.SH,中国平安,2007,长期,20230418,48.62,4.8981,2.74,10.6093,93.5%,77.0%,18.87,5.19~13.25,5.79~14.29,,2.25,1.33,19.94,89.53,,,
40,603707.SH,健友股份,2017,,20230418,16.07,0.718,1.12,23.1682,96.0%,31.5%,21.5,11.52~71.38,12.07~72.61,,2.25,0.18,22.01,35.86,,,
41,603043.SH,广州酒家,2017,,20230418,28.19,1.4151,1.31,30.8114,100.0%,69.5%,21.02,14.3~45.5,16.62~42.28,,2.0,0.37,38.18,26.29,,,
42,000661.SZ,长春高新,1996,长期,20230418,168.53,0.4718,0.5,17.6751,101.5%,23.5%,24.93,10.02~70.16,7.77~79.57,修正标准差,1.75,0.84,12.95,28.62,,,
43,603868.SH,飞科电器,2016,,20230418,80.18,1.2472,1.5,39.6934,113.5%,90.0%,28.59,23.18~44.72,15.5~42.8,,1.75,1.2,71.06,27.71,,,
44,600809.SH,山西汾酒,1994,长期,20230418,245.83,0.7323,0.35,39.7586,132.0%,38.0%,30.23,28.19~109.15,12.29~98.53,,1.75,0.85,37.42,47.02,,,
45,600276.SH,恒瑞医药,2000,长期,20230418,48.93,0.3269,0.39,89.2701,154.0%,88.0%,21.4,31.95~103.33,38.88~99.14,,2.0,0.19,17.99,10.67,20210810.0,57.559,56.74
46,300529.SZ,健帆生物,2016,,20230418,31.5,2.818,2.16,28.6024,156.0%,31.0%,30.4,7.94~94.42,18.78~88.58,,1.75,0.68,60.1,17.78,20230202.0,34.897,23.21
47,002833.SZ,弘亚数控,2016,,20230418,17.33,2.1433,2.89,15.4621,156.0%,44.0%,24.75,5.2~36.54,7.17~33.59,,2.0,0.5,27.21,23.72,,,
48,603387.SH,基蛋生物,2017,,20230418,13.52,1.7963,2.88,13.9146,162.5%,35.0%,21.38,4.77~36.79,5.94~41.9,,2.0,0.39,30.7,18.17,20230217.0,13.253,10.88
49,300726.SZ,宏达电子,2017,,20230418,46.05,1.3029,0.61,22.2672,164.5%,30.0%,20.73,6.63~76.63,11.47~71.61,,2.25,0.28,29.87,12.76,,,
50,300638.SZ,广和通,2017,,20230418,24.39,0.5377,1.07,42.3287,172.5%,47.5%,20.09,14.41~85.35,16.79~91.21,,2.5,0.26,26.93,46.39,,,
51,603638.SH,艾迪精密,2017,,20230418,16.77,0.7167,1.07,57.5233,192.5%,64.0%,21.72,29.53~91.25,14.7~87.2,,2.25,0.18,23.53,29.89,,,
52,300630.SZ,普利制药,2017,,20230418,24.14,0.7924,0.79,21.8588,193.5%,25.0%,23.04,10.22~73.58,5.83~101.03,,2.25,0.19,20.24,30.0,,,
53,603444.SH,吉比特,2017,,20230418,498.8,6.0144,1.83,24.5382,200.5%,59.5%,29.83,8.35~42.95,7.95~39.17,,1.75,9.12,67.13,23.01,,,
54,002901.SZ,大博医疗,2017,,20230418,37.12,1.3571,1.51,35.5579,218.5%,47.5%,30.19,8.97~77.07,14.73~72.01,,1.75,0.56,48.95,17.49,,,
55,600690.SH,海尔智家,1993,,20230418,23.52,1.9355,1.62,15.1033,222.5%,42.5%,19.31,6.2~37.36,3.75~33.13,,2.0,0.38,34.95,66.12,,,
56,300450.SZ,先导智能,2015,,20230418,39.26,1.2716,0.74,27.3748,224.5%,22.5%,21.81,5.88~139.68,14.84~103.88,修正标准差,2.25,0.29,31.15,57.7,,,
57,002236.SZ,大华股份,2008,,20230418,24.79,0.9805,0.77,30.8547,227.0%,124.5%,21.5,9.66~23.48,9.21~25.95,,2.25,0.19,18.56,47.45,,,
58,002271.SZ,东方雨虹,2008,,20230418,32.84,0.9099,0.82,39.007,262.0%,84.5%,22.73,16.29~46.49,8.03~45.03,,2.25,0.27,20.63,51.15,,,
59,603180.SH,金牌厨柜,2017,,20230418,40.95,2.5906,2.27,22.9413,335.5%,73.0%,21.88,8.28~27.44,3.86~36.14,,2.25,0.93,32.75,48.19,,,
60,300595.SZ,欧普康视,2017,,20230418,34.06,0.4081,0.47,48.8633,353.5%,28.5%,26.56,17.22~180.08,7.83~158.53,,2.0,0.16,19.24,11.79,,,
61,300571.SZ,平治信息,2016,,20230418,44.19,0.2489,0.5,33.1108,382.0%,78.5%,32.07,13.49~35.25,4.6~51.26,,2.25,0.22,14.21,56.17,,,
62,000651.SZ,格力电器,1996,长期,20230418,40.58,7.3022,5.08,8.8839,401.0%,38.5%,23.67,1.28~24.12,2.88~21.5,,2.0,2.06,46.15,61.2,,,
63,600763.SH,通策医疗,1996,,20230418,125.89,,0.06,67.5136,639.5%,33.5%,20.27,18.15~214.55,6.09~187.47,,2.0,0.08,17.52,34.43,,,
64,600309.SH,万华化学,2001,长期,20230418,98.13,2.5476,1.75,20.6603,1439.5%,56.5%,35.67,2.34~38.96,0.94~33.92,,1.75,1.72,41.66,56.12,,,
65,601155.SH,新城控股,2015,,20230418,16.88,,7.58,27.3167,8078.0%,247.0%,33.68,1.38~9.66,0.19~12.83,修正标准差,2.25,1.28,28.97,85.18,,,
